,0
4620,swerv
4621,nose
4622,gear
4623,assembl
4624,collaps
4625,aircraft
4626,came
4627,stop
4628,tail
4629,section
4630,airplan
4631,damag
4632,well
4633,wing
4634,tip
4635,pilot
4636,respond
4637,inquiri
4638,accid
4639,flight
4640,undertorqu
4641,rotor
4642,damper
4643,pilot
4644,inadequ
4645,compens
4646,wind
4647,condit
4648,result
4649,loss
4650,direct
4651,control
4652,land
4653,factor
4654,associ
4655,accid
4656,crosswind
4657,condit
4658,snow
4659,bank
4660,pilot
4661,intent
4662,descent
4663,terrain
4664,student
4665,pilot
4666,failur
4667,maintain
4668,control
4669,go
4670,around
4671,result
4672,collis
4673,terrain
4674,pilot
4675,failur
4676,maintain
4677,clearanc
4678,obstacl
4679,airport
4680,precautionari
4681,land
4682,roll
4683,pilot
4684,failur
4685,follow
4686,checklist
4687,set
4688,park
4689,brake
4690,result
4691,airplan
4692,collid
4693,park
4694,airplan
4695,pilot
4696,improp
4697,recoveri
4698,bounc
4699,land
4700,result
4701,collaps
4702,nose
4703,land
4704,gear
4705,hilli
4706,runway
4707,contribut
4708,factor
4709,failur
4710,pilot
4711,maintain
4712,terrain
4713,clearanc
4714,crop
4715,survey
4716,flight
4717,factor
4718,pilot
4719,divert
4720,attent
4721,loss
4722,engin
4723,power
4724,due
4725,fatigu
4726,failur
4727,camshaft
4728,gear
4729,contribut
4730,accid
4731,lack
4732,suitabl
4733,terrain
4734,forc
4735,land
4736,pilot
4737,failur
4738,follow
4739,procedur
4740,hand
4741,prop
4742,airplan
4743,flight
4744,separ
4745,left
4746,engin
4747,thrust
4748,revers
4749,translat
4750,cowl
4751,due
4752,intermitt
4753,bind
4754,jam
4755,revers
4756,accid
4757,flight
4758,previou
4759,flight
4760,contribut
4761,factor
4762,inadequ
4763,mainten
4764,action
4765,oper
4766,due
4767,failur
4768,properli
4769,resolv
4770,prior
4771,revers
4772,malfunct
4773,failur
4774,pilot
4775,previou
4776,flight
4777,refer
4778,earlier
4779,revers
4780,deploy
4781,failur
4782,mainten
4783,action
4784,incomplet
4785,compani
4786,manufactur
4787,procedur
4788,address
4789,anomal
4790,revers
4791,indic
4792,ground
4793,oper
4794,separ
4795,number
4796,3
4797,engin
4798,cylind
4799,head
4800,assembl
4801,burn
4802,fuel
4803,line
4804,pilot
4805,failur
4806,maintain
4807,aircraft
4808,control
4809,factor
4810,pilot
4811,impair
4812,due
4813,drug
4814,pilot
4815,inadequ
4816,flight
4817,decis
4818,perform
4819,wheel
4820,land
4821,5
4822,10
4823,knot
4824,tail
4825,wind
4826,subsequ
4827,loss
4828,aircraft
4829,direct
4830,control
4831,land
4832,roll
4833,tailwind
4834,soft
4835,terrain
4836,factor
4837,pilot
4838,failur
4839,compens
4840,crosswind
4841,initi
4842,climb
4843,result
4844,loss
4845,control
4846,pilot
4847,inadequ
4848,compens
4849,wind
4850,condit
4851,failur
4852,maintain
4853,direct
4854,control
4855,total
4856,loss
4857,power
4858,unknown
4859,reason
4860,factor
4861,proxim
4862,crowd
4863,airplan
4864,race
4865,forc
4866,land
4867,student
4868,pilot
4869,failur
4870,execut
4871,go
4872,around
4873,time
4874,manner
4875,result
4876,collis
4877,terrain
4878,causal
4879,instructor
4880,inadequ
4881,supervis
4882,flight
4883,delay
4884,remedi
4885,action
4886,pilot
4887,inadequ
4888,preflight
4889,plan
4890,subsequ
4891,failur
4892,remain
4893,clear
4894,power
4895,line
4896,wire
4897,maneuv
4898,low
4899,altitud
4900,overh
4901,failur
4902,number
4903,4
4904,connect
4905,rod
4906,result
4907,total
4908,loss
4909,engin
4910,power
4911,descent
4912,pilot
4913,select
4914,unsuit
4915,terrain
4916,land
4917,pilot
4918,improperli
4919,plan
4920,approach
4921,delay
4922,decis
4923,initi
4924,go
4925,around
4926,result
4927,touchdown
4928,far
4929,runway
4930,subsequ
4931,collis
4932,ditch
4933,factor
4934,relat
4935,accid
4936,pilot
4937,lack
4938,recent
4939,flight
4940,experi
4941,engin
4942,failur
4943,due
4944,deton
4945,subsequ
4946,piston
4947,overtemperatur
4948,eros
4949,factor
4950,relat
4951,accid
4952,lack
4953,suitabl
4954,terrain
4955,pilot
4956,failur
4957,extend
4958,land
4959,gear
4960,land
4961,becam
4962,distract
4963,chang
4964,normal
4965,routin
4966,pilot
4967,command
4968,cfi
4969,impair
4970,judgment
4971,perform
4972,due
4973,alcohol
4974,drug
4975,led
4976,failur
4977,maintain
4978,separ
4979,terrain
4980,flight
4981,overload
4982,failur
4983,left
4984,elev
4985,inboard
4986,balanc
4987,weight
4988,rib
4989,undetermin
4990,reason
4991,failur
4992,pilot
4993,adequ
4994,see
4995,avoid
4996,obstruct
4997,aerial
4998,applic
4999,work
5000,student
5001,pilot
5002,fail
5003,maintain
5004,direct
5005,control
5006,land
5007,roll
5008,cfi
5009,fail
5010,remedi
5011,action
5012,pilot
5013,improp
5014,preflight
5015,plan
5016,prepar
5017,failur
5018,abort
5019,takeoff
5020,contribut
5021,factor
5022,tailwind
5023,short
5024,runway
5025,pilot
5026,loss
5027,situat
5028,awar
5029,maneuv
5030,advers
5031,weather
5032,condit
5033,result
5034,spatial
5035,disorient
5036,result
5037,inadequ
5038,aircraft
5039,mainten
5040,inspect
5041,behalf
5042,compani
5043,mainten
5044,personnel
5045,pilot
5046,failur
5047,maintain
5048,main
5049,rotor
5050,rpm
5051,delay
5052,flare
5053,improp
5054,touchdown
5055,pilot
5056,inadequ
5057,flare
5058,land
5059,result
5060,flight
5061,collis
5062,rough
5063,water
5064,factor
5065,relat
5066,accid
5067,loss
5068,engin
5069,power
5070,undetermin
5071,reason
5072,rough
5073,water
5074,ground
5075,fire
5076,caus
5077,fuel
5078,flow
5079,fuel
5080,vent
5081,near
5082,exhaust
5083,left
5084,engin
5085,result
5086,ground
5087,fire
5088,substanti
5089,damag
5090,airplan
5091,find
5092,investig
5093,four
5094,fuel
5095,tank
5096,fill
5097,pilot
5098,start
5099,engin
5100,flight
5101,failur
5102,pilot
5103,select
5104,proper
5105,runway
5106,exist
5107,wind
5108,condit
5109,execut
5110,go
5111,around
5112,touchdown
5113,proper
5114,point
5115,accomplish
5116,partial
5117,loss
5118,engin
5119,power
5120,takeoff
5121,undetermin
5122,reason
5123,loss
5124,engin
5125,power
5126,due
5127,fatigu
5128,failur
5129,crankshaft
5130,counterweight
5131,cap
5132,screw
5133,separ
5134,counterweight
5135,factor
5136,relat
5137,accid
5138,residenti
5139,area
5140,lack
5141,suitabl
5142,terrain
5143,forc
5144,land
5145,student
5146,pilot
5147,improp
5148,flare
5149,result
5150,hard
5151,land
5152,pilot
5153,failur
5154,maintain
5155,adequ
5156,altitud
5157,attempt
5158,low
5159,level
5160,aerobat
5161,incorrect
5162,instal
5163,secondari
5164,seat
5165,stop
5166,reel
5167,result
5168,pilot
5169,loss
5170,control
5171,seat
5172,move
5173,full
5174,aft
5175,takeoff
5176,pilot
5177,failur
5178,maintain
5179,control
5180,aircraft
5181,result
5182,inadvert
5183,stall
5184,short
5185,final
5186,approach
5187,land
5188,pilot
5189,continu
5190,flight
5191,advers
5192,weather
5193,owner
5194,represent
5195,airplan
5196,requir
5197,flight
5198,ice
5199,condit
5200,weather
5201,airfram
5202,ice
5203,factor
5204,accid
5205,pilot
5206,inadequ
5207,flight
5208,plan
5209,improp
5210,select
5211,runway
5212,36
5213,land
5214,result
5215,signific
5216,quarter
5217,tailwind
5218,land
5219,exceed
5220,airplan
5221,brake
5222,capabl
5223,subsequ
5224,runway
5225,overrun
5226,failur
5227,pilot
5228,maintain
5229,proper
5230,airspe
5231,land
5232,airplan
5233,control
5234,exist
5235,crosswind
5236,contribut
5237,factor
5238,distract
5239,pilot
5240,yell
5241,passeng
5242,failur
5243,pilot
5244,see
5245,avoid
5246,aircraft
5247,maneuv
5248,airport
5249,failur
5250,pilot
5251,maintain
5252,direct
5253,control
5254,airplan
5255,land
5256,gust
5257,crosswind
5258,condit
5259,pilot
5260,failur
5261,properli
5262,servic
5263,fuel
5264,system
5265,subsequ
5266,decis
5267,conduct
5268,flight
5269,known
5270,fuel
5271,system
5272,defici
5273,led
5274,total
5275,loss
5276,engin
5277,power
5278,pilot
5279,failur
5280,adequ
5281,compens
5282,exist
5283,wind
5284,condit
5285,failur
5286,flight
5287,crew
5288,execut
5289,miss
5290,approach
5291,visual
5292,cue
5293,runway
5294,distinct
5295,identifi
5296,contribut
5297,accid
5298,1
5299,crew
5300,decis
5301,descend
5302,decis
5303,height
5304,instead
5305,local
5306,glideslop
5307,minimum
5308,descent
5309,altitud
5310,2
5311,first
5312,offic
5313,long
5314,land
5315,short
5316,contamin
5317,runway
5318,crew
5319,failur
5320,use
5321,revers
5322,thrust
5323,brake
5324,maximum
5325,effect
5326,3
5327,captain
5328,fatigu
5329,affect
5330,abil
5331,effect
5332,plan
5333,monitor
5334,approach
5335,land
5336,4
5337,shuttl
5338,america
5339,failur
5340,administ
5341,attend
5342,polici
5343,permit
5344,flight
5345,crewmemb
5346,call
5347,fatigu
5348,without
5349,fear
5350,repris
5351,loss
5352,engin
5353,power
5354,undetermin
5355,reason
5356,result
5357,forc
5358,land
5359,ditch
5360,pilot
5361,perform
5362,vfr
5363,flight
5364,imc
5365,result
5366,failur
5367,maintain
5368,terrain
5369,clearanc
5370,contribut
5371,accid
5372,fog
5373,unreli
5374,fuel
5375,quantiti
5376,gage
5377,inadequ
5378,preflight
5379,tall
5380,veget
5381,land
5382,area
5383,factor
5384,pilot
5385,failur
5386,maintain
5387,adequ
5388,airspe
5389,wind
5390,condit
5391,climbout
5392,gusti
5393,wind
5394,condit
5395,factor
5396,loss
5397,engin
5398,power
5399,due
5400,total
5401,loss
5402,engin
5403,oil
5404,undetermin
5405,reason
5406,factor
5407,lack
5408,suitabl
5409,terrain
5410,forc
5411,land
5412,student
5413,pilot
5414,failur
5415,maintain
5416,direct
5417,control
5418,factor
5419,relat
5420,accid
5421,student
5422,pilot
5423,failur
5424,request
5425,anoth
5426,runway
5427,crosswind
5428,pilot
5429,excess
5430,brake
5431,applic
5432,lead
5433,noseov
5434,land
5435,contribut
5436,accid
5437,pilot
5438,delay
5439,lower
5440,tail
5441,land
5442,pilot
5443,failur
5444,turn
5445,engin
5446,magneto
5447,properli
5448,secur
5449,airplan
5450,prior
5451,rotat
5452,propel
5453,hand
5454,result
5455,inadvert
5456,movement
5457,airplan
5458,collis
5459,build
5460,pilot
5461,intent
5462,flight
5463,instrument
5464,meteorolog
5465,condit
5466,result
5467,alcohol
5468,impair
5469,effici
5470,judgement
5471,factor
5472,contribut
5473,accid
5474,pilot
5475,failur
5476,obtain
5477,weather
5478,inform
5479,dark
5480,night
5481,exist
5482,weather
5483,condit
5484,failur
5485,pilot
5486,maintain
5487,direct
5488,control
5489,advers
5490,wind
5491,condit
5492,undocu
5493,improp
5494,repair
5495,attempt
5496,subsequ
5497,result
5498,fatigu
5499,crack
5500,rib
5501,cap
5502,student
5503,pilot
5504,improp
5505,recoveri
5506,bounc
5507,land
5508,failur
5509,maintain
5510,direct
5511,control
5512,factor
5513,improp
5514,level
5515,pilot
5516,failur
5517,maintain
5518,visual
5519,lookout
5520,clearanc
5521,result
5522,flight
5523,collis
5524,transmiss
5525,line
5526,pilot
5527,failur
5528,maintain
5529,direct
5530,control
5531,land
5532,roll
5533,applic
5534,excess
5535,brake
5536,aircraft
5537,start
5538,depart
5539,side
5540,runway
5541,dual
5542,student
5543,failur
5544,flare
5545,properli
5546,simul
5547,forc
5548,land
5549,contribut
5550,accid
5551,failur
5552,flight
5553,instructor
5554,properli
5555,monitor
5556,student
5557,simul
5558,forc
5559,land
5560,pilot
5561,inadequ
5562,compens
5563,crosswind
5564,condit
5565,result
5566,left
5567,wing
5568,strike
5569,ground
5570,taxi
5571,factor
5572,accid
5573,crosswind
5574,capabl
5575,beverag
5576,cart
5577,exceed
5578,result
5579,cart
5580,toppl
5581,fractur
5582,flight
5583,attend
5584,foot
5585,airport
5586,land
5587,unsuit
5588,terrain
5589,due
5590,power
5591,loss
5592,undetermin
5593,reason
5594,intern
5595,short
5596,circuit
5597,within
5598,cell
5599,auxiliari
5600,power
5601,unit
5602,apu
5603,lithium
5604,ion
5605,batteri
5606,led
5607,thermal
5608,runaway
5609,cascad
5610,adjac
5611,cell
5612,result
5613,releas
5614,smoke
5615,fire
5616,incid
5617,result
5618,boe
5619,failur
5620,incorpor
5621,design
5622,requir
5623,mitig
5624,sever
5625,effect
5626,intern
5627,short
5628,circuit
5629,within
5630,apu
5631,batteri
5632,cell
5633,feder
5634,aviat
5635,administr
5636,failur
5637,identifi
5638,design
5639,defici
5640,type
5641,design
5642,certif
5643,process
5644,pilot
5645,improp
5646,brake
5647,applic
5648,land
5649,result
5650,loss
5651,direct
5652,control
5653,dual
5654,student
5655,failur
5656,maintain
5657,clearanc
5658,terrain
5659,go
5660,around
5661,simul
5662,autorot
5663,flare
5664,instructor
5665,pilot
5666,failur
5667,adequ
5668,remedi
5669,action
5670,keep
5671,dual
5672,student
5673,allow
5674,aircraft
5675,impact
5676,terrain
5677,failur
5678,pilot
5679,maintain
5680,control
5681,airplan
5682,climb
5683,takeoff
5684,result
5685,uncontrol
5686,descent
5687,impact
5688,water
5689,pilot
5690,failur
5691,maintain
5692,terrain
5693,clearanc
5694,cruis
5695,flight
5696,fli
5697,night
5698,altitud
5699,remain
5700,clear
5701,cloud
5702,ice
5703,condit
5704,contribut
5705,accid
5706,inadequ
5707,weather
5708,evalu
5709,cloud
5710,ice
5711,condit
5712,dark
5713,night
5714,light
5715,condit
5716,pilot
5717,loss
5718,direct
5719,control
5720,attempt
5721,land
5722,subsequ
5723,go
5724,around
5725,factor
5726,high
5727,densiti
5728,altitud
5729,inappropri
5730,fuel
5731,lean
5732,procedur
5733,gust
5734,wind
5735,pilot
5736,select
5737,unsuit
5738,terrain
5739,rough
5740,uneven
5741,terrain
5742,contribut
5743,factor
5744,failur
5745,right
5746,main
5747,land
5748,gear
5749,torqu
5750,tube
5751,support
5752,bracket
5753,pivot
5754,bear
5755,result
5756,failur
5757,land
5758,gear
5759,lock
5760,mechan
5761,pilot
5762,failur
5763,maintain
5764,direct
5765,control
5766,glider
5767,factor
5768,runway
5769,sign
5770,failur
5771,pilot
5772,maintain
5773,visual
5774,lookout
5775,pilot
5776,failur
5777,see
5778,avoid
5779,power
5780,line
5781,factor
5782,pilot
5783,poor
5784,judgment
5785,conduct
5786,unwarr
5787,low
5788,altitud
5789,maneuv
5790,pilot
5791,improp
5792,flight
5793,decis
5794,pilot
5795,continu
5796,flight
5797,known
5798,advers
5799,weather
5800,pilot
5801,failur
5802,turn
5803,continu
5804,ignit
5805,turbul
5806,pilot
5807,failur
5808,follow
5809,procedur
5810,airstart
5811,factor
5812,includ
5813,thunderstorm
5814,lightn
5815,strike
5816,wood
5817,pilot
5818,inadequ
5819,weather
5820,evalu
5821,factor
5822,associ
5823,accid
5824,box
5825,canyon
5826,rise
5827,terrain
5828,wind
5829,gust
5830,downdraft
5831,pilot
5832,failur
5833,maintain
5834,direct
5835,control
5836,land
5837,roll
5838,contribut
5839,accid
5840,wet
5841,turf
5842,land
5843,surfac
5844,pilot
5845,decis
5846,fli
5847,unairworthi
5848,uncertif
5849,airplan
5850,failur
5851,perform
5852,adequ
5853,preflight
5854,improp
5855,instal
5856,oil
5857,cooler
5858,line
5859,improp
5860,rig
5861,right
5862,main
5863,land
5864,gear
5865,retract
5866,bellcrank
5867,mainten
5868,personnel
5869,impact
5870,runway
5871,pavement
5872,unknown
5873,reason
5874,pilot
5875,select
5876,unsuit
5877,terrain
5878,land
5879,takeoff
5880,factor
5881,rough
5882,uneven
5883,terrain
5884,improperli
5885,adjust
5886,brake
5887,pilot
5888,failur
5889,lock
5890,tailwheel
5891,result
5892,loss
5893,direct
5894,control
5895,contribut
5896,accid
5897,pilot
5898,decis
5899,continu
5900,fli
5901,airplan
5902,known
5903,brake
5904,defici
5905,pilot
5906,failur
5907,maintain
5908,clearanc
5909,taxi
5910,contribut
5911,accid
5912,pilot
5913,divert
5914,attent
5915,pilot
5916,maintain
5917,adequ
5918,airspe
5919,initi
5920,climb
5921,result
5922,aerodynam
5923,stall
5924,pilot
5925,failur
5926,maintain
5927,clearanc
5928,guid
5929,wire
5930,result
5931,airplan
5932,strike
5933,wire
5934,subsequ
5935,impact
5936,terrain
5937,pilot
5938,failur
5939,correct
5940,settl
5941,power
5942,condit
5943,helicopt
5944,land
5945,flare
5946,touchdown
5947,result
5948,hard
5949,land
5950,roll
5951,pilot
5952,loss
5953,direct
5954,control
5955,land
5956,rollout
5957,due
5958,failur
5959,tailwheel
5960,assembl
5961,undetermin
5962,reason
5963,ice
5964,ingest
5965,factor
5966,accid
5967,aircraft
5968,protect
5969,cover
5970,unavail
5971,inadequ
5972,preflight
5973,inspect
5974,uneven
5975,terrain
5976,pilot
5977,failur
5978,abort
5979,takeoff
5980,engin
5981,fail
5982,develop
5983,full
5984,power
5985,contribut
5986,accid
5987,pilot
5988,failur
5989,remov
5990,intak
5991,plug
5992,prior
5993,takeoff
5994,pilot
5995,delay
5996,secur
5997,essenti
5998,electr
5999,equip
6000,flight
6001,result
6002,batteri
6003,deplet
6004,complet
6005,gear
6006,extens
6007,accomplish
6008,use
6009,normal
6010,system
6011,subsequ
6012,collaps
6013,main
6014,land
6015,gear
6016,contribut
6017,factor
6018,accid
6019,inadequ
6020,manufactur
6021,electr
6022,cabl
6023,compani
6024,mainten
6025,personnel
6026,result
6027,separ
6028,cabl
6029,flight
6030,loss
6031,signific
6032,amount
6033,engin
6034,power
6035,undetermin
6036,reason
6037,factor
6038,includ
6039,suitabl
6040,place
6041,make
6042,emerg
6043,land
6044,dens
6045,forest
6046,mountain
6047,hilli
6048,terrain
6049,pilot
6050,improp
6051,preflight
6052,plan
6053,failur
6054,maintain
6055,obstacl
6056,clearanc
6057,contribut
6058,factor
6059,includ
6060,improp
6061,short
6062,field
6063,takeoff
6064,procedur
6065,high
6066,veget
6067,runway
6068,driver
6069,inadequ
6070,visual
6071,lookout
6072,poor
6073,divis
6074,attent
6075,pilot
6076,inadequ
6077,compens
6078,wind
6079,condit
6080,approach
6081,inadvert
6082,stall
6083,airplan
6084,attempt
6085,go
6086,around
6087,factor
6088,associ
6089,accid
6090,crosswind
6091,pilot
6092,failur
6093,maintain
6094,clearanc
6095,powerlin
6096,aerial
6097,applic
6098,oper
6099,pilot
6100,inadequ
6101,preflight
6102,plan
6103,led
6104,power
6105,requir
6106,exceed
6107,power
6108,avail
6109,result
6110,loss
6111,lift
6112,subsequ
6113,hard
6114,land
6115,pilot
6116,failur
6117,follow
6118,publish
6119,instrument
6120,departur
6121,procedur
6122,factor
6123,accid
6124,weather
6125,condit
6126,pilot
6127,failur
6128,maintain
6129,aircraft
6130,control
6131,result
6132,collis
6133,terrain
6134,contribut
6135,factor
6136,high
6137,densiti
6138,altitud
6139,weather
6140,condit
6141,loss
6142,engin
6143,power
6144,undertermin
6145,reason
6146,pilot
6147,command
6148,excess
6149,airspe
6150,approach
6151,failur
6152,follow
6153,proper
6154,brake
6155,procedur
6156,land
6157,compani
6158,train
6159,factor
6160,contribut
6161,accid
6162,includ
6163,tailwind
6164,wet
6165,downhil
6166,runway
6167,pilot
6168,improp
6169,flight
6170,plan
6171,decis
6172,failur
6173,maintain
6174,aircraft
6175,control
6176,factor
6177,contribut
6178,accid
6179,high
6180,altitud
6181,base
6182,turn
6183,final
6184,approach
6185,low
6186,airspe
6187,pilot
6188,improp
6189,use
6190,flap
6191,inadvert
6192,stall
6193,pilot
6194,failur
6195,recov
6196,bounc
6197,land
6198,gust
6199,crosswind
6200,high
6201,densiti
6202,altitud
6203,loss
6204,engin
6205,power
6206,climb
6207,due
6208,fuel
6209,starvat
6210,caus
6211,fuel
6212,leak
6213,gascol
6214,result
6215,improp
6216,mainten
6217,oper
6218,result
6219,pilot
6220,make
6221,forc
6222,land
6223,airplan
6224,sustain
6225,substanti
6226,damag
6227,pilot
6228,failur
6229,maintain
6230,adequ
6231,airspe
6232,result
6233,stall
6234,mush
6235,ground
6236,impact
6237,flight
6238,attend
6239,inadvert
6240,fall
6241,result
6242,seriou
6243,injuri
6244,student
6245,pilot
6246,improp
6247,flare
6248,recoveri
6249,bounc
6250,land
6251,failur
6252,pilot
6253,see
6254,avoid
6255,aircraft
6256,due
6257,inadequ
6258,visual
6259,lookout
6260,failur
6261,experiment
6262,fk1
6263,pilot
6264,maintain
6265,clearanc
6266,park
6267,airplan
6268,land
6269,pilot
6270,improp
6271,inadequ
6272,evalu
6273,weather
6274,result
6275,flight
6276,thunderstorm
6277,pilot
6278,failur
6279,maintain
6280,adequ
6281,terrain
6282,clearanc
6283,altitud
6284,cruis
6285,descent
6286,result
6287,control
6288,flight
6289,terrain
6290,cfit
6291,factor
6292,accid
6293,rise
6294,mountain
6295,terrain
6296,dark
6297,nighttim
6298,light
6299,condit
6300,pilot
6301,loss
6302,situat
6303,awar
6304,regard
6305,terrain
6306,proxim
6307,failur
6308,pilot
6309,use
6310,checklist
6311,result
6312,gear
6313,land
6314,contribut
6315,factor
6316,accid
6317,1
6318,inop
6319,land
6320,gear
6321,warn
6322,system
6323,2
6324,inadequ
6325,preflight
6326,airplan
6327,pilot
6328,failur
6329,assur
6330,cabin
6331,close
6332,latch
6333,takeoff
6334,3
6335,distract
6336,pilot
6337,due
6338,open
6339,find
6340,investig
6341,sever
6342,discrep
6343,relat
6344,cabin
6345,pilot
6346,failur
6347,maintain
6348,airspe
6349,perform
6350,go
6351,around
6352,power
6353,loss
6354,due
6355,total
6356,failur
6357,engin
6358,master
6359,rod
6360,factor
6361,improp
6362,engin
6363,overhaul
6364,lack
6365,suitabl
6366,terrain
6367,forc
6368,land
6369,pilot
6370,improp
6371,instal
6372,propel
6373,bolt
6374,result
6375,flight
6376,separ
6377,propel
6378,failur
6379,land
6380,gear
6381,actuat
6382,hous
6383,land
6384,reason
6385,could
6386,determin
6387,base
6388,avail
6389,evid
6390,failur
6391,mainten
6392,personnel
6393,ensur
6394,adequ
6395,torqu
6396,fuel
6397,line
6398,fit
6399,result
6400,flight
6401,fire
6402,pilot
6403,inadvert
6404,stall
6405,mush
6406,ground
6407,land
6408,flare
6409,contribut
6410,factor
6411,earth
6412,berm
6413,along
6414,side
6415,runway
6416,wind
6417,shear
6418,weather
6419,condit
6420,short
6421,final
6422,fire
6423,result
6424,veget
6425,contact
6426,hot
6427,brake
6428,follow
6429,abort
6430,takeoff
6431,pilot
6432,failur
6433,maintain
6434,clearanc
6435,ground
6436,perform
6437,quick
6438,stop
6439,maneuv
6440,result
6441,dynam
6442,rollov
6443,misalign
6444,retain
6445,washer
6446,routin
6447,mainten
6448,result
6449,subsequ
6450,separ
6451,washer
6452,nut
6453,loss
6454,engin
6455,power
6456,undetermin
6457,reason
6458,contribut
6459,factor
6460,lack
6461,suitabl
6462,terrain
6463,forc
6464,land
6465,dark
6466,night
6467,condit
6468,fray
6469,fuel
6470,hose
6471,pilot
6472,failur
6473,maintain
6474,clearanc
6475,power
6476,line
6477,failur
6478,either
6479,pilot
6480,correct
6481,action
6482,avoid
6483,collis
6484,contribut
6485,accid
6486,pilot
6487,command
6488,inadequ
6489,supervis
6490,pilot
6491,rate
6492,passeng
6493,elderli
6494,passeng
6495,lose
6496,balanc
6497,aircraft
6498,oper
6499,smooth
6500,air
6501,pilot
6502,misjudg
6503,flare
6504,improp
6505,bounc
6506,land
6507,recoveri
6508,failur
6509,maintain
6510,direct
6511,control
6512,failur
6513,pilot
6514,rockwel
6515,690
6516,n707bp
6517,piper
6518,28r
6519,n33056
6520,see
6521,avoid
6522,factor
6523,contribut
6524,accid
6525,failur
6526,pilot
6527,follow
6528,recommend
6529,commun
6530,procedur
6531,contain
6532,airman
6533,inform
6534,manual
6535,oper
6536,airport
6537,without
6538,oper
6539,control
6540,tower
6541,pilot
6542,failur
6543,maintain
6544,control
6545,airplan
6546,due
6547,alcohol
6548,impair
6549,dark
6550,night
6551,contribut
6552,factor
6553,tower
6554,local
6555,control
6556,permit
6557,aircraft
6558,conduct
6559,low
6560,approach
6561,anoth
6562,aircraft
6563,land
6564,close
6565,runway
6566,contribut
6567,incid
6568,arriv
6569,radar
6570,control
6571,fail
6572,correct
6573,local
6574,control
6575,advis
6576,aircraft
6577,would
6578,land
6579,close
6580,runway
6581,facil
6582,manag
6583,tower
6584,staf
6585,polici
6586,pilot
6587,failur
6588,maintain
6589,clearanc
6590,wire
6591,aircraft
6592,transmiss
6593,wire
6594,downdraft
6595,factor
6596,pilot
6597,failur
6598,correct
6599,swerv
6600,land
6601,roll
6602,improp
6603,instal
6604,fuel
6605,line
6606,pinch
6607,caus
6608,fuel
6609,starvat
6610,gear
6611,retract
6612,factor
6613,accid
6614,terrain
6615,featur
6616,includ
6617,loos
6618,gravel
6619,short
6620,runway
6621,pilot
6622,improp
6623,flare
6624,result
6625,hard
6626,land
6627,pilot
6628,failur
6629,maintain
6630,direct
6631,control
6632,land
6633,factor
6634,accid
6635,crosswind
6636,pilot
6637,failur
6638,maintain
6639,altitud
6640,clearanc
6641,takeoff
6642,initi
6643,climb
6644,result
6645,airplan
6646,collid
6647,tree
6648,uncontrol
6649,descent
6650,pilot
6651,failur
6652,maintain
6653,adequ
6654,altitud
6655,avoid
6656,rise
6657,terrain
6658,box
6659,canyon
6660,failur
6661,maintain
6662,adequ
6663,airspe
6664,margin
6665,stall
6666,maneuv
6667,attempt
6668,revers
6669,cours
6670,factor
6671,accid
6672,pilot
6673,distract
6674,lead
6675,airplan
6676,pilot
6677,broadcast
6678,becom
6679,trap
6680,canyon
6681,pilot
6682,failur
6683,extend
6684,land
6685,gear
6686,result
6687,wheel
6688,land
6689,factor
6690,relat
6691,accid
6692,inop
6693,gear
6694,warn
6695,horn
6696,pilot
6697,inadequ
6698,land
6699,flare
6700,forc
6701,land
6702,pilot
6703,failur
6704,use
6705,carburetor
6706,heat
6707,factor
6708,pilot
6709,allow
6710,speed
6711,airplan
6712,get
6713,slow
6714,result
6715,inadvert
6716,stall
6717,low
6718,altitud
6719,allow
6720,recoveri
6721,factor
6722,relat
6723,accid
6724,pilot
6725,trepid
6726,success
6727,land
6728,weather
6729,flight
6730,instructor
6731,failur
6732,maintain
6733,airspe
6734,result
6735,inadvert
6736,stall
6737,pilot
6738,failur
6739,maintain
6740,direct
6741,control
6742,downwind
6743,land
6744,factor
6745,improp
6746,weather
6747,evalu
6748,prevail
6749,tailwind
6750,engin
6751,vibrat
6752,inadvert
6753,stall
6754,spin
6755,pilot
6756,command
6757,factor
6758,contribut
6759,accid
6760,pilot
6761,command
6762,lack
6763,recent
6764,experi
6765,partial
6766,failur
6767,fuel
6768,inject
6769,system
6770,factor
6771,relat
6772,accid
6773,pilot
6774,insuffici
6775,altitud
6776,reach
6777,runway
6778,downwind
6779,leg
6780,presenc
6781,transmiss
6782,wire
6783,airport
6784,land
6785,site
6786,continu
6787,flight
6788,instrument
6789,meteorolog
6790,condit
6791,instrument
6792,rate
6793,pilot
6794,result
6795,spatial
6796,disorient
6797,loss
6798,aircraft
6799,control
6800,factor
6801,contribut
6802,accid
6803,pilot
6804,overconfid
6805,abil
6806,fli
6807,instrument
6808,condit
6809,advers
6810,weather
6811,condit
6812,dark
6813,night
6814,pilot
6815,lack
6816,night
6817,fli
6818,experi
6819,loss
6820,aircraft
6821,control
6822,due
6823,failur
6824,stabil
6825,control
6826,cabl
6827,turnbuckl
6828,failur
6829,recov
6830,aerobat
6831,maneuv
6832,due
6833,lack
6834,total
6835,experi
6836,lack
6837,recent
6838,experi
6839,type
6840,flight
6841,regim
6842,total
6843,failur
6844,vacuum
6845,system
6846,failur
6847,pilot
6848,maintain
6849,aircraft
6850,control
6851,result
6852,wing
